Set,Overall,Age,Height,Weight,International Reputation,Weak Foot,Skill Moves,Value,Wage
0,73,25,169,66,1,4,4,4000,7000
0,71,34,183,90,2,3,2,900,24000
0,65,19,180,74,1,3,3,1700,3000
0,67,23,186,77,1,2,2,1900,5000
0,68,28,175,75,1,3,2,1000,4000
0,64,27,174,68,1,3,3,625,2000
0,71,22,188,85,1,3,2,3900,700
0,65,20,185,73,1,2,2,1800,7000
0,67,25,177,72,1,3,2,1200,500
0,71,29,181,72,1,3,3,1600,6000
0,70,31,183,75,1,4,4,1300,20000
0,74,29,186,77,1,3,2,0.0,0
0,73,21,176,68,1,3,3,4700,12000
0,64,30,173,66,1,4,3,550,1000
0,72,28,177,74,1,3,3,2100,4000
0,69,23,180,78,1,3,2,2100,5000
0,75,28,163,65,1,3,3,5500,24000
2,68,35,174,70,2,4,3,525,3000
0,65,25,175,78,1,3,3,950,500
0,75,24,187,80,1,3,3,8000,40000
0,70,20,177,66,1,3,3,3700,31000
0,70,21,175,70,1,3,2,3400,500
0,70,27,182,75,1,3,3,1700,24000
0,73,23,177,76,1,3,2,4300,25000
0,70,25,187,74,1,3,2,2000,550
0,70,19,186,75,1,3,3,3800,16000
0,73,30,175,71,1,4,3,2900,850
0,66,35,181,78,1,4,3,210,2000
0,65,32,171,71,1,3,3,475,3000
1,68,27,178,65,1,3,3,1400,5000
0,67,32,183,80,1,3,3,800,2000
1,67,27,174,73,1,3,2,1100,1000
0,69,23,173,71,1,3,3,3100,7000
0,69,25,170,65,1,3,3,1700,4000
0,70,30,165,64,1,4,4,1500,500
0,66,21,176,70,1,3,2,1900,3000
0,70,22,172,68,1,3,4,3400,23000
0,74,36,185,91,3,3,2,750,41000
0,70,23,173,70,1,3,2,2300,25000
0,73,21,175,66,1,3,3,7000,33000
0,71,25,185,82,1,2,2,2200,7000
0,73,24,169,60,1,3,4,4200,43000
0,67,30,173,75,1,3,2,975,5000
0,67,30,172,70,1,2,3,875,500
0,77,31,191,80,2,3,3,7500,26000
0,68,27,172,73,1,3,3,1300,7000
1,71,30,168,64,1,4,4,0.0,0
0,78,31,189,89,3,3,2,10000,61000
0,66,22,175,71,1,2,3,1900,3000
0,69,20,175,70,1,3,3,3200,11000
0,68,23,184,79,1,3,2,1700,6000
0,66,26,173,68,1,2,3,850,2000
0,67,27,175,72,1,3,3,1200,500
0,65,29,188,84,1,4,3,600,3000
1,73,21,173,68,1,3,4,7000,15000
0,70,20,176,68,1,3,2,3500,8000
0,66,25,173,76,1,4,3,1100,5000
0,64,22,169,71,1,3,3,1300,500
0,66,30,172,66,1,4,2,400,4000
0,75,23,173,71,1,2,4,9000,46000
0,74,25,191,93,1,3,3,6000,61000
0,70,24,172,66,1,3,2,2200,600
0,73,24,177,70,1,3,3,4800,10000
0,75,27,178,64,1,3,4,6000,12000
0,69,28,185,82,1,3,3,1400,7000
0,69,22,184,75,1,3,3,3100,5000
0,74,19,184,74,1,4,4,9000,14000
0,69,24,183,76,1,3,2,1900,6000
0,73,25,176,72,1,4,3,3600,11000
0,68,23,176,66,1,3,3,2700,9000
0,70,24,173,62,1,3,3,2200,500
0,73,20,183,75,1,4,4,6500,47000
0,72,28,177,81,1,3,3,2400,12000
1,70,33,180,70,2,4,4,1000,7000
0,72,23,179,81,1,3,2,4400,24000
0,72,29,183,77,1,4,2,2100,650
0,77,25,191,70,1,3,2,0.0,0
0,72,24,180,75,1,3,3,4500,17000
0,67,27,186,75,1,5,2,1200,4000
0,82,28,180,71,1,3,2,29000,43000
0,74,26,179,69,1,4,4,4600,19000
0,66,20,174,67,1,3,2,2100,5000
0,63,30,172,70,1,3,2,275,500
0,73,24,182,70,1,3,3,4400,27000
0,69,23,173,72,1,3,3,1800,5000
0,69,24,182,72,1,3,4,2000,8000
0,68,25,183,80,1,2,2,1600,3000
0,67,21,176,74,1,3,2,2300,7000
0,68,21,185,73,1,3,2,2800,5000
0,66,20,179,72,1,4,3,2100,20000
0,70,25,185,73,1,3,3,2100,22000
0,68,22,181,70,1,3,3,2700,6000
0,69,23,173,67,1,2,3,3100,8000
0,66,23,191,78,1,3,3,1700,3000
0,68,24,176,74,1,3,2,0.0,0
0,83,27,185,80,2,3,2,38500,68000
0,70,24,183,78,1,3,3,2400,13000
0,73,26,178,71,1,2,3,3300,31000
0,72,33,187,80,1,5,3,1500,23000
0,66,25,171,76,1,3,2,800,3000
0,67,30,185,77,1,2,3,875,1000
0,69,29,184,75,2,2,2,750,40000
0,66,24,182,74,1,2,3,1200,10000
0,65,23,172,68,1,3,3,1000,3000
0,69,30,189,75,1,3,2,1200,6000
0,67,29,180,69,1,3,3,1000,3000
1,70,32,173,70,1,4,3,1300,8000
1,70,23,177,70,1,3,3,3500,7000
0,73,30,184,83,3,2,2,2500,10000
0,74,27,184,81,1,4,4,4600,22000
0,69,19,183,73,1,3,3,3300,12000
0,71,31,185,86,1,4,3,1600,7000
0,76,31,180,79,2,3,3,6500,33000
0,69,32,186,85,1,3,2,900,500
0,68,23,175,73,1,3,3,2500,500
0,69,25,183,74,1,3,3,1900,2000
0,70,23,165,64,1,3,3,2500,20000
2,66,29,177,74,1,2,2,850,4000
0,70,25,185,80,1,2,3,2000,16000
0,71,22,170,66,1,5,4,3800,12000
0,69,29,178,72,1,3,3,1200,7000
0,71,31,183,76,1,3,2,0.0,0
0,65,23,186,80,1,2,3,1100,3000
0,67,20,179,76,1,3,3,2300,6000
0,67,25,175,65,1,2,3,1500,9000
0,67,20,165,61,1,3,4,2500,500
0,68,25,178,74,1,3,2,1700,2000
0,71,32,185,84,2,3,5,1500,10000
0,69,23,174,67,1,4,2,2200,500
0,78,27,189,90,1,4,3,16500,63000
0,70,26,185,70,1,3,3,2000,3000
0,75,29,189,83,1,4,3,5500,26000
0,76,37,181,70,1,3,3,2600,12000
0,73,25,175,64,1,2,3,3900,17000
0,65,32,178,73,1,3,3,500,1000
0,66,30,170,68,1,3,2,725,500
0,75,31,188,88,1,3,3,4800,15000
0,66,29,178,70,1,3,3,825,5000
0,73,24,178,64,1,3,2,3800,42000
0,68,27,177,76,1,3,3,1300,6000
0,69,24,176,67,1,5,2,2000,500
0,72,24,189,78,1,2,3,3400,16000
0,70,32,173,68,1,4,3,1300,6000
0,72,31,175,76,1,4,3,0.0,0
0,67,30,172,71,1,3,3,975,2000
0,70,22,188,80,1,2,2,3400,4000
0,72,30,180,78,1,3,3,2300,38000
0,75,20,174,69,1,4,4,12500,32000
0,65,30,187,86,1,2,3,700,4000
0,67,22,173,61,1,4,3,2300,14000
1,72,23,171,63,1,4,4,5000,9000
0,68,28,175,68,1,3,3,1200,7000
0,72,25,177,70,1,3,2,2900,3000
0,72,24,173,67,1,4,3,3600,16000
0,70,23,183,79,1,4,4,2400,550
0,70,27,183,80,1,3,3,1700,9000
0,66,23,186,73,1,3,2,1300,500
0,74,24,185,78,1,5,3,8500,47000
0,66,23,175,70,1,4,3,1200,3000
0,65,26,172,76,1,3,3,825,2000
0,69,24,179,75,1,4,3,2800,9000
0,65,21,177,65,1,3,2,1600,4000
0,71,20,188,72,1,3,3,3900,22000
0,78,22,171,59,1,5,4,31500,110000
0,66,28,181,74,1,3,3,850,3000
0,67,22,168,68,1,3,3,1600,500
0,69,21,188,80,1,4,4,3100,6000
0,72,21,177,75,1,3,2,5500,18000
0,63,34,176,67,1,3,3,220,1000
0,69,23,190,82,1,3,2,2800,4000
0,72,23,174,68,1,3,2,4900,16000
0,63,21,178,67,1,3,3,1200,7000
0,73,39,180,75,1,2,4,1000,3000
0,84,37,187,85,4,3,2,7500,11000
0,72,33,176,68,3,2,3,1500,35000
0,64,28,178,71,1,4,3,600,4000
0,70,27,185,87,1,4,3,1700,15000
0,72,29,180,70,2,4,4,2300,16000
0,67,33,180,77,1,3,4,625,500
0,68,28,183,79,1,4,3,1100,500
0,71,24,178,70,1,4,4,3000,6000
0,69,22,177,75,1,3,2,0.0,0
0,69,24,181,75,1,4,2,1900,4000
0,70,22,180,66,1,4,3,3600,7000
2,75,26,177,62,1,4,3,7000,18000
0,76,21,182,76,2,3,2,14000,67000
0,69,24,183,83,1,3,2,2000,5000
0,66,24,188,76,1,3,3,1300,1000
0,74,23,180,73,1,3,2,9000,49000
0,65,34,172,68,1,3,2,250,500
0,67,26,175,72,1,4,3,825,4000
0,71,24,169,70,1,3,3,2800,10000
2,71,26,180,75,1,3,3,2500,14000
0,71,21,175,76,1,3,3,4200,9000
0,71,24,179,66,1,3,2,3600,8000
0,78,22,182,79,1,3,2,14500,24000
0,72,21,178,71,1,5,4,5500,13000
0,70,24,185,76,1,5,2,0.0,0
0,65,22,182,71,1,3,3,1500,500
0,68,22,174,67,1,4,2,1700,7000
0,64,27,184,79,1,3,2,575,500
0,72,27,173,64,1,3,4,2500,7000
0,65,19,180,77,1,4,3,1500,500
0,69,31,185,77,2,4,3,875,20000
0,67,31,170,69,1,1,3,850,2000
0,72,29,178,80,2,4,4,2300,13000
0,73,32,178,69,2,3,3,2500,5000
0,71,31,188,86,1,3,2,1300,16000
0,66,30,175,74,1,3,3,825,4000
0,69,28,173,66,1,5,4,1400,5000
0,73,21,175,67,1,3,3,7000,10000
2,75,25,188,74,1,4,3,7500,22000
0,69,32,178,77,3,3,3,400,5000
0,65,32,176,70,1,5,3,475,13000
0,75,29,191,85,1,2,2,5000,44000
0,63,32,180,84,1,2,3,375,2000
0,65,22,191,70,1,3,2,1100,2000
0,69,22,185,81,1,3,3,2800,10000
0,77,33,187,82,2,3,2,3100,60000
0,69,28,176,73,1,4,3,1400,18000
0,76,20,175,78,1,3,3,12000,51000
0,70,23,178,72,1,4,3,3500,14000
0,77,31,173,69,2,3,3,7500,22000
0,69,28,173,72,1,3,3,1400,2000
0,65,26,180,72,1,2,2,850,1000
0,75,27,169,63,1,3,4,6000,14000
1,67,22,184,83,1,5,3,1400,6000
0,74,22,180,75,1,3,4,9500,13000
0,67,26,180,70,1,3,2,1100,4000
0,64,32,174,70,1,3,3,450,500
0,73,25,184,78,1,4,3,4100,27000
0,71,23,180,85,1,2,3,4000,24000
0,67,22,180,75,1,3,3,2300,4000
0,69,23,175,69,1,3,4,3100,500
0,69,36,184,73,2,3,3,450,6000
0,66,23,176,75,1,3,3,1900,7000
0,78,22,190,88,1,2,3,20500,34000
0,66,34,178,76,1,2,3,400,4000
0,74,35,172,68,1,3,3,1800,18000
0,69,23,183,78,1,2,2,2100,15000
0,72,23,176,75,1,3,3,5000,19000
0,73,30,175,65,1,3,3,2900,28000
0,73,29,179,76,1,5,4,3000,13000
0,70,27,174,63,1,3,3,1700,11000
0,71,22,180,77,1,3,4,4200,27000
0,72,24,177,78,1,4,4,3400,26000
0,73,30,185,73,1,4,3,3000,25000
0,65,22,170,61,1,2,3,1600,3000
0,67,27,178,76,1,3,3,1100,500
0,68,21,178,70,1,3,2,2700,1000
0,65,30,176,71,1,3,2,600,2000
0,71,24,178,65,1,3,3,2700,12000
0,72,23,183,69,1,3,3,3700,15000
0,71,21,184,80,1,3,2,3000,550
0,65,30,176,68,1,3,2,600,500
0,67,33,178,73,2,3,3,250,3000
0,75,22,178,66,1,3,3,12500,36000
0,68,23,170,65,1,2,3,1800,4000
0,65,24,173,60,1,3,3,825,4000
0,72,30,190,83,2,3,3,2300,17000
0,67,34,185,80,1,4,3,500,4000
0,69,27,175,71,1,3,3,1500,7000
0,73,23,176,71,1,4,3,4300,18000
0,70,22,182,62,1,3,3,3600,11000
0,72,25,175,74,1,3,3,3200,18000
0,75,35,187,75,1,3,3,2400,10000
0,66,28,180,74,1,3,3,850,500
0,72,28,172,64,1,4,3,2400,27000
0,78,38,189,91,3,4,3,2500,28000
0,72,19,193,77,1,3,3,5500,13000
0,64,21,186,79,1,3,2,1200,2000
0,72,22,180,69,1,3,3,2800,16000
0,67,21,176,75,1,3,2,2300,4000
0,71,22,184,75,1,3,3,4200,24000
0,74,26,182,90,1,3,3,5500,17000
0,69,29,187,72,1,3,3,1400,6000
0,70,27,176,82,1,4,3,1600,9000
0,74,32,179,70,3,4,4,3300,35000
0,71,29,175,67,1,3,3,1600,18000
0,67,24,170,70,1,3,3,2000,19000
0,69,26,186,75,1,3,3,1600,8000
0,74,31,175,64,1,3,3,3500,18000
0,74,25,180,77,1,2,3,5500,41000
0,75,39,175,68,1,4,4,1800,8000
0,67,32,171,64,1,3,3,0.0,0
0,73,31,180,82,2,4,2,2100,16000
0,65,21,180,80,1,3,2,1500,11000
0,74,24,187,77,2,3,4,6000,22000
0,78,26,185,82,1,4,2,15500,69000
0,71,22,190,85,1,3,2,3900,20000
0,71,38,187,91,2,5,3,650,600
0,70,23,184,79,1,2,2,2300,500
0,71,34,185,82,2,3,4,900,13000
0,68,30,178,73,1,3,2,1000,9000
0,68,25,175,68,1,4,3,1600,9000
0,68,28,178,75,1,3,3,1200,500
0,69,25,184,71,1,3,2,1600,500
0,71,27,174,67,1,3,3,2000,550
0,67,24,172,70,1,3,3,1500,500
1,72,30,183,76,1,3,2,0.0,0
0,70,32,187,79,2,3,2,1300,5000
0,72,30,172,64,1,4,3,2300,750
0,76,27,190,85,2,3,3,9000,48000
0,74,25,170,60,1,4,4,5500,8000
0,67,24,176,68,1,3,3,1600,4000
0,69,31,183,70,1,3,3,1000,15000
0,75,26,179,73,1,3,5,7500,26000
0,67,18,178,68,1,3,3,2600,4000
0,68,26,183,78,1,3,2,1200,7000
0,71,25,186,77,1,3,3,2400,18000
0,71,27,182,80,1,3,2,1800,14000
0,69,31,182,77,1,5,3,1200,12000
0,78,30,183,83,2,3,2,12000,51000
0,69,23,180,68,1,3,2,1900,19000
0,78,28,187,75,1,2,2,13500,38000
0,69,36,167,66,1,3,3,450,500
0,75,30,184,78,2,3,2,4600,17000
0,67,33,181,76,1,5,2,475,500
0,71,22,171,73,1,2,3,3000,8000
0,66,22,192,86,1,3,3,1700,3000
0,76,33,185,69,2,4,3,2400,20000
0,72,24,172,63,1,3,3,4700,7000
0,65,28,180,75,1,3,3,625,500
0,67,22,178,71,1,4,3,2000,9000
0,73,23,180,77,1,3,3,4400,12000
0,65,22,183,72,1,3,2,1600,3000
0,65,32,185,82,1,4,2,575,950
0,62,25,173,74,1,3,2,500,500
0,65,21,185,77,1,4,3,1800,5000
0,67,19,180,73,1,3,3,2400,5000
2,67,23,173,64,1,3,2,1500,4000
0,72,29,177,74,1,4,4,2300,7000
0,64,23,178,74,1,3,3,875,500
0,74,28,189,86,1,2,3,3800,27000
0,61,26,180,75,1,4,3,375,600
0,76,20,180,78,1,4,3,16500,13000
1,66,24,177,63,1,4,3,1300,2000
0,70,22,173,67,1,2,4,3600,5000
0,67,19,179,63,1,4,3,2600,16000
0,76,34,186,75,1,3,2,0.0,0
0,71,18,185,78,1,3,2,3700,5000
0,68,21,180,68,1,4,3,2700,6000
0,72,34,174,66,3,2,4,1100,8000
0,66,33,177,75,1,4,4,525,500
0,70,26,177,68,1,4,3,2100,11000
0,67,25,166,65,1,3,3,1300,500
0,66,21,173,68,1,3,3,1900,2000
0,68,22,171,63,1,3,3,1900,5000
0,74,21,175,61,1,4,4,9500,700
0,69,21,174,73,1,4,4,3000,500
0,69,27,171,75,1,3,2,1400,6000
0,63,21,173,72,1,4,2,1100,2000
0,73,30,191,78,2,3,3,2700,10000
0,73,27,184,83,1,2,2,3300,24000
0,68,36,185,77,2,4,3,375,3000
0,73,29,191,84,1,2,2,2800,750
2,72,33,177,72,1,4,3,1500,11000
2,74,21,173,67,1,4,4,9500,19000
0,74,24,177,70,1,3,4,6000,32000
0,76,30,174,69,1,3,2,6500,26000
0,64,22,181,74,1,3,2,1300,1000
0,76,28,188,77,2,3,2,7000,22000
0,69,19,183,77,1,3,3,2900,5000
0,74,22,171,69,1,3,3,8000,29000
0,72,34,181,73,3,3,4,1100,15000
0,74,22,178,62,1,4,2,9000,22000
0,70,24,183,75,1,4,3,2500,10000
0,73,39,178,82,2,3,3,1000,6000
0,67,21,180,69,1,3,2,2400,2000
0,73,22,178,71,1,3,3,7000,7000
0,69,26,174,71,1,3,3,1500,22000
0,67,24,189,84,1,3,3,1500,5000
0,73,28,185,71,1,3,2,2700,16000
0,66,31,183,76,1,3,4,700,4000
0,71,21,183,75,1,3,3,4000,7000
0,69,27,177,73,1,3,3,1500,8000
0,67,31,177,74,1,3,2,725,2000
0,70,35,180,75,1,3,3,650,500
0,73,21,183,78,2,3,2,6000,43000
0,68,22,181,77,1,3,3,2600,6000
0,68,25,197,81,1,3,2,1600,6000
0,68,30,180,67,1,2,3,1200,7000
0,68,21,175,65,1,3,3,1800,5000
0,66,33,168,70,1,3,2,450,500
0,69,24,170,74,1,4,3,2000,500
0,77,36,187,78,3,3,2,1900,11000
0,68,20,182,76,1,2,3,2500,2000
0,65,21,180,75,1,3,3,1600,3000
0,69,23,178,72,1,3,2,2700,2000
0,72,32,183,85,3,4,3,2000,25000
0,69,24,180,70,1,3,2,2200,2000
0,81,32,194,81,3,3,2,16500,68000
0,82,31,196,94,3,3,2,21000,19000
0,69,34,182,74,3,4,3,475,9000
0,68,21,185,79,1,4,3,3000,7000
0,65,23,174,70,1,4,2,1400,3000
0,70,32,178,70,2,3,4,1300,7000
2,64,25,171,68,1,3,2,750,1000
0,74,23,178,72,1,3,2,8000,16000
0,74,26,177,67,1,3,3,5000,900
0,70,31,177,73,2,3,3,1600,2000
0,81,25,188,77,2,3,3,34000,100000
0,65,27,165,60,1,3,3,750,3000
0,70,26,193,75,1,3,3,1900,25000
2,64,25,170,66,1,3,3,775,3000
0,68,21,175,72,1,4,3,2700,7000
0,75,26,182,81,1,3,2,5500,23000
0,74,24,176,74,1,4,4,6000,22000
0,71,21,170,67,1,4,3,4200,23000
0,65,24,188,79,1,3,3,975,2000
0,72,22,173,67,1,3,3,5000,22000
0,65,23,175,65,1,2,3,1400,500
0,68,25,185,73,1,3,3,1600,6000
0,79,26,185,81,1,3,2,21500,29000
0,77,25,189,84,2,3,2,13000,25000
0,67,27,174,68,1,3,2,975,2000
0,65,23,180,74,1,4,3,1600,3000
0,67,20,185,77,1,3,2,2300,2000
0,68,29,168,73,1,4,4,1200,500
0,72,36,183,77,1,5,3,425,5000
0,71,22,168,65,1,3,3,4000,19000
0,73,27,186,73,1,3,2,3300,12000
0,71,30,188,80,3,5,3,1800,6000
0,70,21,186,78,1,4,3,3600,4000
0,66,32,172,74,1,3,2,675,500
0,69,21,176,65,1,3,3,3100,15000
0,74,26,176,75,1,3,3,5000,20000
0,71,25,175,70,1,3,3,2400,9000
0,70,20,180,67,1,4,3,3500,4000
0,72,32,172,63,1,4,3,1900,11000
0,73,27,171,72,1,3,4,3300,27000
0,72,27,173,73,1,5,3,2500,7000
0,66,29,176,69,1,3,4,725,2000
0,72,24,187,86,1,3,3,3700,16000
0,66,22,182,72,1,3,3,1900,17000
0,68,20,180,71,1,3,3,1300,15000
0,77,23,183,70,1,4,3,17000,31000
0,70,28,184,80,1,4,2,1600,750
0,66,22,185,82,1,3,3,1700,3000
0,74,19,181,67,1,4,4,10000,13000
0,74,32,188,83,1,3,3,2900,39000
0,66,25,191,79,1,3,2,975,3000
0,74,34,187,79,3,4,3,2100,1000
0,75,42,180,78,2,4,2,0.0,18000
0,73,29,196,83,1,3,3,3000,40000
0,63,20,184,75,1,3,3,1100,4000
0,65,24,181,78,1,3,2,1000,500
0,66,26,180,74,1,4,4,1000,500
1,70,26,179,65,1,3,3,1900,17000
0,66,24,185,75,1,3,4,1200,2000
0,75,27,189,80,1,4,2,6500,23000
0,68,25,188,85,1,3,2,1700,500
2,67,26,171,64,1,4,3,1100,3000
0,68,20,181,70,1,3,2,2900,9000
0,66,25,185,77,1,3,3,1100,4000
0,69,24,181,76,1,3,3,2100,4000
0,70,23,172,69,1,3,3,3000,2000
0,65,31,175,72,1,2,2,500,500
0,68,25,175,69,1,2,3,1600,5000
0,70,33,184,77,1,3,2,725,10000
0,65,38,173,67,1,2,3,160,500
0,76,22,180,70,1,3,2,14500,38000
0,68,25,185,83,1,3,3,1600,16000
0,71,29,170,65,1,3,4,1800,4000
0,69,20,185,82,1,4,4,3100,38000
0,70,24,178,78,1,3,4,2400,8000
0,64,31,179,74,1,3,3,475,13000
0,69,21,184,78,1,3,2,3000,8000
0,69,31,180,72,1,3,2,975,19000
0,69,20,168,70,1,3,4,3100,8000
0,68,24,179,75,1,3,2,1700,9000
0,64,26,180,75,1,3,3,675,4000
0,69,24,186,83,1,3,2,2200,8000
0,74,21,178,72,1,3,3,7000,26000
0,69,22,184,75,1,3,3,2800,10000
0,74,23,185,77,1,4,4,6000,5000
0,67,21,178,74,1,3,3,2300,11000
0,65,30,173,76,1,3,2,625,500
0,70,27,182,80,1,2,3,1700,6000
0,65,20,178,70,1,4,2,1600,3000
0,73,19,181,78,1,3,3,4200,16000
0,75,26,185,75,2,3,4,6500,36000
0,68,24,172,67,1,4,3,1600,6000
0,69,31,185,77,1,3,2,975,5000
0,68,24,180,70,1,4,3,1900,6000
0,67,20,180,75,1,4,3,2700,3000
0,69,25,179,70,1,2,2,1800,5000
0,68,26,173,70,1,3,3,1300,4000
0,67,27,192,78,1,3,3,1200,500
0,71,30,179,73,2,2,5,1800,7000
1,69,23,175,75,1,3,3,3100,8000
0,72,30,187,82,1,2,3,2000,10000
0,72,26,183,82,1,3,4,2800,15000
0,72,23,186,79,1,4,3,4700,5000
0,72,27,169,73,2,2,4,2500,11000
0,71,23,179,78,1,3,2,3900,5000
0,67,30,184,79,1,3,3,850,4000
0,70,23,175,76,1,3,2,3000,13000
0,68,35,185,80,2,3,2,400,7000
0,65,26,176,73,1,2,4,850,500
0,68,27,181,76,1,3,2,1300,2000
0,72,33,182,68,2,4,3,1400,8000
0,66,23,187,79,1,3,3,1300,1000
0,78,22,181,77,1,4,3,32000,15000
0,65,24,178,73,1,3,3,1100,2000
0,76,33,184,78,3,3,2,3600,1000
0,70,38,179,77,1,3,4,525,7000
0,75,26,185,73,1,4,2,7500,22000
0,69,25,183,73,1,2,2,1900,5000
0,78,33,180,70,4,2,4,9000,40000
0,67,28,175,68,1,3,2,1000,500
0,67,28,188,76,1,4,2,0.0,0
0,74,24,185,75,1,3,3,5500,60000
0,64,22,175,63,1,4,2,900,2000
0,72,27,186,76,1,4,2,2400,10000
1,66,28,173,72,1,3,3,850,2000
0,76,35,181,74,1,3,2,2000,13000
0,73,24,172,75,1,3,4,4600,7000
0,70,29,181,72,1,4,4,1600,600
0,73,22,183,74,1,3,2,7000,12000
0,68,18,176,71,1,3,3,2900,1000
0,72,28,170,74,1,4,4,2400,5000
0,64,24,180,80,1,2,3,875,3000
2,72,33,175,68,3,4,4,1500,11000
0,66,21,180,73,1,4,3,2000,2000
0,72,29,184,81,1,5,3,2300,9000
0,72,25,190,80,1,3,3,3300,800
0,70,26,182,72,1,3,3,1900,3000
0,70,21,178,75,1,3,2,3400,14000
0,70,23,180,75,1,3,3,2400,18000
0,71,25,175,68,1,3,3,2600,6000
0,73,27,194,88,1,2,2,3500,18000
0,64,23,188,74,1,3,2,1200,2000
0,68,27,170,70,1,3,4,1300,4000
0,71,30,180,76,1,4,3,1600,20000
0,66,31,185,77,1,3,2,625,3000
0,70,28,178,72,1,3,3,1600,9000
0,79,29,191,82,2,2,2,16000,45000
0,67,24,189,83,1,3,3,1500,5000
0,68,22,190,70,1,3,3,2700,4000
0,68,23,178,75,1,4,3,2600,9000
0,71,27,170,68,1,4,3,2200,14000
0,64,31,179,76,1,3,2,425,1000
0,65,20,170,71,1,3,3,1600,2000
0,70,25,184,75,1,3,2,1900,16000
0,68,23,166,59,1,2,3,2700,500
0,73,30,183,82,1,2,2,2600,52000
0,72,27,173,71,1,3,2,2700,18000
0,72,32,177,93,1,3,3,1900,11000
0,78,22,187,82,1,2,2,29500,39000
2,68,23,178,68,1,2,2,1700,3000
0,75,29,173,66,1,3,3,5500,1000
0,71,25,183,84,1,3,3,2600,11000
0,66,27,167,72,1,3,3,900,3000
0,71,24,184,79,1,3,3,2400,10000
0,71,27,185,78,1,4,2,2000,9000
0,62,22,182,73,1,4,3,575,2000
0,67,27,185,74,1,3,3,1100,5000
0,66,22,178,77,1,3,2,1800,500
0,69,25,181,75,1,3,3,1900,3000
0,67,28,171,63,1,3,4,1000,500
0,63,26,165,66,1,3,3,625,2000
0,71,23,178,69,1,3,2,3700,650
0,69,29,180,77,1,4,4,1400,8000
0,78,31,191,85,1,2,2,9500,14000
0,72,20,191,80,1,5,2,4800,12000
0,67,21,179,71,1,3,3,2500,2000
0,70,21,183,68,1,3,2,3400,3000
0,76,26,180,75,1,2,3,9000,12000
0,67,18,174,65,1,3,3,2500,2000
0,71,31,171,64,1,3,3,1600,14000
0,70,31,188,82,2,3,3,1300,7000
0,72,30,175,68,1,4,3,2300,23000
0,72,23,182,74,1,4,4,3500,18000
0,72,21,176,69,1,3,3,3800,20000
0,75,28,173,69,2,3,4,5500,48000
0,67,36,177,73,2,4,5,325,2000
0,71,33,184,86,1,4,3,1200,10000
0,65,27,180,75,1,3,2,825,4000
0,64,24,178,68,1,3,2,875,1000
0,68,34,172,70,1,3,2,450,500
0,68,26,173,67,1,3,2,1400,1000
0,66,27,178,78,1,3,2,825,500
0,72,18,185,74,1,3,3,5500,500
0,73,29,165,66,2,2,4,0.0,0
0,68,22,181,76,1,4,3,2500,13000
0,65,21,174,67,1,3,2,1600,4000
0,74,34,194,90,3,4,3,2100,29000
0,74,25,184,78,1,3,3,6500,9000
0,64,22,179,72,1,4,2,1200,4000
0,66,22,177,65,1,3,2,1900,14000
0,74,27,179,64,1,3,3,4800,12000
0,71,30,185,80,2,3,4,1800,7000
0,65,24,173,62,1,3,3,1000,500
0,70,30,167,64,1,3,3,1400,2000
0,65,20,175,75,1,3,3,1700,2000
0,68,24,185,75,1,4,2,1600,4000
0,68,28,180,65,1,3,2,1100,500
0,63,29,180,77,1,3,3,475,500
0,69,25,175,70,1,3,4,1800,5000
0,65,28,174,72,1,3,4,725,2000
0,70,19,182,76,1,3,3,3300,16000
0,76,25,182,71,1,2,2,9500,12000
0,72,22,185,72,1,3,2,5000,7000
0,66,22,174,70,1,4,3,1900,3000
0,73,19,184,83,1,3,2,7000,11000
0,79,26,191,86,1,2,2,20500,16000
0,64,23,176,70,1,2,3,925,2000
0,78,24,194,89,1,3,2,19000,22000
0,66,27,180,81,1,3,2,975,3000
0,70,24,178,72,1,4,3,2500,5000
0,87,31,187,89,3,4,2,54500,175000
0,70,24,180,72,1,3,3,2400,3000
0,66,23,173,73,1,3,3,1800,2000
0,71,24,184,87,1,3,3,3800,15000
1,62,23,168,62,1,3,3,550,600
0,72,27,175,62,1,5,3,2500,12000
0,68,21,184,74,1,3,3,2700,4000
0,72,35,183,86,2,4,3,1000,650
0,65,25,188,83,1,3,2,1000,4000
0,73,20,188,81,1,3,2,6500,12000
0,71,25,177,83,1,3,2,2600,550
0,67,23,186,79,1,4,2,2300,6000
0,70,24,170,64,1,3,3,2200,15000
0,73,26,169,67,1,2,2,3300,16000
0,75,27,183,77,2,3,3,6500,30000
0,73,23,184,74,1,3,2,6500,14000
0,65,33,178,69,1,3,4,450,500
0,73,27,182,74,2,4,3,2900,23000
0,71,25,185,78,1,2,2,2600,3000
0,71,27,184,84,1,3,2,2200,24000
0,66,26,186,86,1,3,3,1100,5000
0,68,22,177,75,1,3,2,2700,500
0,65,32,178,69,1,4,3,550,2000
0,80,28,192,83,1,4,2,18000,57000
0,74,30,171,70,2,3,3,4100,14000
0,71,31,180,74,1,3,3,1600,4000
0,66,22,181,78,1,2,2,1600,4000
0,72,24,176,69,1,3,3,3500,14000
0,66,20,180,74,1,3,3,2100,1000
0,69,32,171,69,1,3,4,1100,500
0,66,28,190,83,1,4,3,825,4000
0,72,31,180,79,1,4,4,1900,18000
